學號,性別,分發宿舍,分發寢室,分發床號
41030057A,男,男二舍4人房,B0501,3
40932067A,男,男二舍4人房,B0501,4
41044006S,男,男二舍4人房,B0502,1
41044009S,男,男二舍4人房,B0502,2
41044008S,男,男二舍4人房,B0502,3
40932025A,男,男二舍4人房,B0502,4
41071229H,男,男二舍4人房,B0503,1
41071202H,男,男二舍4人房,B0503,2
41071104H,男,男二舍4人房,B0503,3
41032060A,男,男二舍4人房,B0503,4
41041118S,男,男二舍4人房,B0504,1
41041122S,男,男二舍4人房,B0504,2
41041123S,男,男二舍4人房,B0504,3
40732049A,男,男二舍4人房,B0504,4
40860111T,男,男二舍4人房,B0505,1
40860201T,男,男二舍4人房,B0505,2
40860206T,男,男二舍4人房,B0505,3
40832071A,男,男二舍4人房,B0505,4
40809038E,男,男二舍4人房,B0506,1
40709032E,男,男二舍4人房,B0506,2
40809033E,男,男二舍4人房,B0506,3
40723123L,男,男二舍4人房,B0506,4
40722061L,男,男二舍4人房,B0507,1
40830011A,男,男二舍4人房,B0507,2
40930014A,男,男二舍4人房,B0507,3
40830050A,男,男二舍4人房,B0507,4
40744020S,男,男二舍4人房,B0508,1
40883013I,男,男二舍4人房,B0508,2
40823215L,男,男二舍4人房,B0508,3
40923127L,男,男二舍4人房,B0508,4
40847005S,男,男二舍4人房,B0509,1
40823234L,男,男二舍4人房,B0509,2
40823213L,男,男二舍4人房,B0509,3
40823109L,男,男二舍4人房,B0509,4
40977001H,男,男二舍4人房,B0510,1
40977004H,男,男二舍4人房,B0510,2
40977010H,男,男二舍4人房,B0510,3
40847045S,男,男二舍4人房,B0510,4
40947072S,男,男二舍4人房,B0511,1
40943128S,男,男二舍4人房,B0511,2
40943204S,男,男二舍4人房,B0511,3
40943202S,男,男二舍4人房,B0511,4
40947041S,男,男二舍4人房,B0512,1
40821105L,男,男二舍4人房,B0512,2
40821132L,男,男二舍4人房,B0512,3
40840119S,男,男二舍4人房,B0512,4
40711017E,男,男二舍4人房,B0513,1
40870012H,男,男二舍4人房,B0513,2
40870005H,男,男二舍4人房,B0513,3
40870013H,男,男二舍4人房,B0513,4
40820231L,男,男二舍4人房,B0601,1
40820206L,男,男二舍4人房,B0601,2
40820223L,男,男二舍4人房,B0601,3
40707247E,男,男二舍4人房,B0601,4
40807106E,男,男二舍4人房,B0602,1
40921114L,男,男二舍4人房,B0602,2
40921117L,男,男二舍4人房,B0602,3
40921126L,男,男二舍4人房,B0602,4
40840212S,男,男二舍4人房,B0603,1
40840125S,男,男二舍4人房,B0603,2
40840213S,男,男二舍4人房,B0603,3
40807220E,男,男二舍4人房,B0603,4
40841218S,男,男二舍4人房,B0604,1
40941203S,男,男二舍4人房,B0604,2
40841217S,男,男二舍4人房,B0604,3
40907216E,男,男二舍4人房,B0604,4
40741232S,男,男二舍4人房,B0605,1
40741116S,男,男二舍4人房,B0605,2
40741228S,男,男二舍4人房,B0605,3
40702029E,男,男二舍4人房,B0605,4
40984242I,男,男二舍4人房,B0606,1
40984206I,男,男二舍4人房,B0606,2
40801020E,男,男二舍4人房,B0606,3
40684254I,男,男二舍4人房,B0606,4
40840303S,男,男二舍4人房,B0607,1
40840218S,男,男二舍4人房,B0607,2
40840205S,男,男二舍4人房,B0607,3
40671129H,男,男二舍4人房,B0607,4
40913022E,男,男二舍4人房,B0608,1
40847007S,男,男二舍4人房,B0608,2
40947022S,男,男二舍4人房,B0608,3
40971131H,男,男二舍4人房,B0608,4
40744021S,男,男二舍4人房,B0609,1
40844021S,男,男二舍4人房,B0609,2
40844025S,男,男二舍4人房,B0609,3
41071106H,男,男二舍4人房,B0609,4
40940220S,男,男二舍4人房,B0610,1
40942112S,男,男二舍4人房,B0610,2
40942119S,男,男二舍4人房,B0610,3
40942116S,男,男二舍4人房,B0610,4
40941222S,男,男二舍4人房,B0611,1
40941132S,男,男二舍4人房,B0611,2
40941124S,男,男二舍4人房,B0611,3
41040228S,男,男二舍4人房,B0611,4
40843111S,男,男二舍4人房,B0612,1
40843110S,男,男二舍4人房,B0612,2
40840124S,男,男二舍4人房,B0612,3
40843125S,男,男二舍4人房,B0612,4
40807218E,男,男二舍4人房,B0613,1
40807206E,男,男二舍4人房,B0613,2
40807135E,男,男二舍4人房,B0613,3
41040315S,男,男二舍4人房,B0613,4
40823240L,男,男二舍4人房,B0701,1
40823120L,男,男二舍4人房,B0701,2
40823118L,男,男二舍4人房,B0701,3
41040131S,男,男二舍4人房,B0701,4
40840128S,男,男二舍4人房,B0702,1
40840217S,男,男二舍4人房,B0702,2
40840309S,男,男二舍4人房,B0702,3
40740319S,男,男二舍4人房,B0702,4
40832014A,男,男二舍4人房,B0703,1
40932010A,男,男二舍4人房,B0703,2
41032006A,男,男二舍4人房,B0703,3
40640330S,男,男二舍4人房,B0703,4
41073120H,男,男二舍4人房,B0704,1
41073129H,男,男二舍4人房,B0704,2
40640314S,男,男二舍4人房,B0704,3
41073127H,男,男二舍4人房,B0704,4
40911002E,男,男二舍4人房,B0705,1
40911014E,男,男二舍4人房,B0705,2
40911003E,男,男二舍4人房,B0705,3
41040229S,男,男二舍4人房,B0705,4
41047030S,男,男二舍4人房,B0706,1
41047032S,男,男二舍4人房,B0706,2
41047051S,男,男二舍4人房,B0706,3
41040130S,男,男二舍4人房,B0706,4
40960012T,男,男二舍4人房,B0707,1
40960014T,男,男二舍4人房,B0707,2
40960024T,男,男二舍4人房,B0707,3
40960032T,男,男二舍4人房,B0707,4
41042142S,男,男二舍4人房,B0708,1
41042140S,男,男二舍4人房,B0708,2
41042105S,男,男二舍4人房,B0708,3
41042126S,男,男二舍4人房,B0708,4
40820117L,男,男二舍4人房,B0709,1
40857042O,男,男二舍4人房,B0709,2
40857019O,男,男二舍4人房,B0709,3
40722049L,男,男二舍4人房,B0709,4
40973004H,男,男二舍4人房,B0710,1
40973005H,男,男二舍4人房,B0710,2
40973008H,男,男二舍4人房,B0710,3
40973011H,男,男二舍4人房,B0710,4
40830025A,男,男二舍4人房,B0711,1
40830023A,男,男二舍4人房,B0711,2
40830014A,男,男二舍4人房,B0711,3
40830034A,男,男二舍4人房,B0711,4
40841115S,男,男二舍4人房,B0712,1
40841105S,男,男二舍4人房,B0712,2
40841206S,男,男二舍4人房,B0712,3
40841220S,男,男二舍4人房,B0712,4
40740325S,男,男二舍4人房,B0713,1
40740131S,男,男二舍4人房,B0713,2
40740314S,男,男二舍4人房,B0713,3
40740232S,男,男二舍4人房,B0713,4
40820221L,男,男二舍4人房,B0801,1
40800221E,男,男二舍4人房,B0801,2
40800223E,男,男二舍4人房,B0801,3
40820320L,男,男二舍4人房,B0801,4
41041214S,男,男二舍4人房,B0802,1
41041223S,男,男二舍4人房,B0802,2
41041216S,男,男二舍4人房,B0802,3
41041220S,男,男二舍4人房,B0802,4
41047026S,男,男二舍4人房,B0803,1
41047021S,男,男二舍4人房,B0803,2
41047025S,男,男二舍4人房,B0803,3
41047019S,男,男二舍4人房,B0803,4
40821216L,男,男二舍4人房,B0804,1
40821112L,男,男二舍4人房,B0804,2
40821116L,男,男二舍4人房,B0804,3
40821121L,男,男二舍4人房,B0804,4
40960037T,男,男二舍4人房,B0805,1
40960017T,男,男二舍4人房,B0805,2
40960029T,男,男二舍4人房,B0805,3
40960013T,男,男二舍4人房,B0805,4
41076027H,男,男二舍4人房,B0806,1
41044001S,男,男二舍4人房,B0806,2
41076009H,男,男二舍4人房,B0806,3
41076016H,男,男二舍4人房,B0806,4
41076021H,男,男二舍4人房,B0807,1
41041217S,男,男二舍4人房,B0807,2
41007137E,男,男二舍4人房,B0807,3
41007242E,男,男二舍4人房,B0807,4
41076017H,男,男二舍4人房,B0808,1
41070018H,男,男二舍4人房,B0808,2
41076007H,男,男二舍4人房,B0808,3
41076013H,男,男二舍4人房,B0808,4
41042238S,男,男二舍4人房,B0809,1
41042246S,男,男二舍4人房,B0809,2
41042138S,男,男二舍4人房,B0809,3
40942123S,男,男二舍4人房,B0809,4
40983050I,男,男二舍4人房,B0810,1
40923132L,男,男二舍4人房,B0810,2
41023242L,男,男二舍4人房,B0810,3
40923234L,男,男二舍4人房,B0810,4
41044039S,男,男二舍4人房,B0811,1
41043214S,男,男二舍4人房,B0811,2
41043113S,男,男二舍4人房,B0811,3
41044047S,男,男二舍4人房,B0811,4
41041212S,男,男二舍4人房,B0812,1
41041124S,男,男二舍4人房,B0812,2
41041229S,男,男二舍4人房,B0812,3
41041136S,男,男二舍4人房,B0812,4
41007215E,男,男二舍4人房,B0813,1
41007111E,男,男二舍4人房,B0813,2
41007110E,男,男二舍4人房,B0813,3
41007117E,男,男二舍4人房,B0813,4
41040129S,男,男二舍4人房,B0901,1
41040105S,男,男二舍4人房,B0901,2
41040116S,男,男二舍4人房,B0901,3
41040128S,男,男二舍4人房,B0901,4
40823136L,男,男二舍4人房,B0902,1
40823131L,男,男二舍4人房,B0902,2
40844014S,男,男二舍4人房,B0902,3
40800211E,男,男二舍4人房,B0902,4
40900126E,男,男二舍4人房,B0903,1
40900203E,男,男二舍4人房,B0903,2
40900208E,男,男二舍4人房,B0903,3
40900226E,男,男二舍4人房,B0903,4
40909038E,男,男二舍4人房,B0904,1
40909036E,男,男二舍4人房,B0904,2
40920102L,男,男二舍4人房,B0904,3
40920113L,男,男二舍4人房,B0904,4
40905009E,男,男二舍4人房,B0905,1
40983039I,男,男二舍4人房,B0905,2
40970015H,男,男二舍4人房,B0905,3
40940104S,男,男二舍4人房,B0905,4
40723221L,男,男二舍4人房,B0906,1
40823233L,男,男二舍4人房,B0906,2
40823104L,男,男二舍4人房,B0906,3
40823235L,男,男二舍4人房,B0906,4
41020307L,男,男二舍4人房,B0907,1
41040115S,男,男二舍4人房,B0907,2
41044025S,男,男二舍4人房,B0907,3
41072005H,男,男二舍4人房,B0907,4
41030037A,男,男二舍4人房,B0908,1
41030043A,男,男二舍4人房,B0908,2
41030035A,男,男二舍4人房,B0908,3
41030033A,男,男二舍4人房,B0908,4
41040231S,男,男二舍4人房,B0909,1
41040220S,男,男二舍4人房,B0909,2
41040217S,男,男二舍4人房,B0909,3
41040215S,男,男二舍4人房,B0909,4
40870031H,男,男二舍4人房,B0910,1
40870027H,男,男二舍4人房,B0910,2
40870020H,男,男二舍4人房,B0910,3
40870025H,男,男二舍4人房,B0910,4
40907240E,男,男二舍4人房,B0911,1
40941229S,男,男二舍4人房,B0911,2
40909004E,男,男二舍4人房,B0911,3
40909019E,男,男二舍4人房,B0911,4
40973046H,男,男二舍4人房,B0912,1
40940127S,男,男二舍4人房,B0912,2
40973045H,男,男二舍4人房,B0912,3
40957037O,男,男二舍4人房,B0912,4
40921215L,男,男二舍4人房,B0913,1
40921231L,男,男二舍4人房,B0913,2
40921119L,男,男二舍4人房,B0913,3
40921216L,男,男二舍4人房,B0913,4
40875043H,男,男二舍4人房,B1001,1
40875041H,男,男二舍4人房,B1001,2
40875005H,男,男二舍4人房,B1001,3
40875024H,男,男二舍4人房,B1001,4
40877014H,男,男二舍4人房,B1002,1
40875045H,男,男二舍4人房,B1002,2
40875025H,男,男二舍4人房,B1002,3
40875019H,男,男二舍4人房,B1002,4
40742205S,男,男二舍4人房,B1003,1
40742138S,男,男二舍4人房,B1003,2
40741114S,男,男二舍4人房,B1003,3
40742215S,男,男二舍4人房,B1003,4
40840214S,男,男二舍4人房,B1004,1
41040132S,男,男二舍4人房,B1004,2
40840220S,男,男二舍4人房,B1004,3
40840314S,男,男二舍4人房,B1004,4
41057042O,男,男二舍4人房,B1005,1
41021215L,男,男二舍4人房,B1005,2
41057021O,男,男二舍4人房,B1005,3
41057030O,男,男二舍4人房,B1005,4
41044012S,男,男二舍4人房,B1006,1
41044906S,男,男二舍4人房,B1006,2
41077009H,男,男二舍4人房,B1006,3
41042220S,男,男二舍4人房,B1006,4
41044032S,男,男二舍4人房,B1007,1
41044014S,男,男二舍4人房,B1007,2
41044010S,男,男二舍4人房,B1007,3
41047054S,男,男二舍4人房,B1007,4
41083006I,男,男二舍4人房,B1008,1
41083032I,男,男二舍4人房,B1008,2
41040218S,男,男二舍4人房,B1008,3
41083005I,男,男二舍4人房,B1008,4
41040103S,男,男二舍4人房,B1009,1
41040302S,男,男二舍4人房,B1009,2
41040303S,男,男二舍4人房,B1009,3
41040204S,男,男二舍4人房,B1009,4
40944051S,男,男二舍4人房,B1010,1
40871131H,男,男二舍4人房,B1010,2
40871125H,男,男二舍4人房,B1010,3
40747046S,男,男二舍4人房,B1010,4
41042114S,男,男二舍4人房,B1011,1
41042216S,男,男二舍4人房,B1011,2
41041134S,男,男二舍4人房,B1011,3
41043902S,男,男二舍4人房,B1011,4
40970001H,男,男二舍4人房,B1012,1
40970024H,男,男二舍4人房,B1012,2
40842115S,男,男二舍4人房,B1012,3
40801029E,男,男二舍4人房,B1012,4
40823214L,男,男二舍4人房,B1013,1
40823116L,男,男二舍4人房,B1013,2
40823216L,男,男二舍4人房,B1013,3
40823221L,男,男二舍4人房,B1013,4
40822014L,男,男二舍4人房,B1101,1
40822048L,男,男二舍4人房,B1101,2
40822045L,男,男二舍4人房,B1101,3
40822050L,男,男二舍4人房,B1101,4
40983040I,男,男二舍4人房,B1102,1
40983027I,男,男二舍4人房,B1102,2
40983025I,男,男二舍4人房,B1102,3
40940218S,男,男二舍4人房,B1102,4
40923118L,男,男二舍4人房,B1103,1
40923120L,男,男二舍4人房,B1103,2
40922049L,男,男二舍4人房,B1103,3
40870007H,男,男二舍4人房,B1103,4
40947025S,男,男二舍4人房,B1104,1
40947005S,男,男二舍4人房,B1104,2
40947040S,男,男二舍4人房,B1104,3
40940230S,男,男二舍4人房,B1104,4
40941230S,男,男二舍4人房,B1105,1
40941219S,男,男二舍4人房,B1105,2
40941221S,男,男二舍4人房,B1105,3
40941220S,男,男二舍4人房,B1105,4
41030019A,男,男二舍4人房,B1106,1
41030010A,男,男二舍4人房,B1106,2
40830054A,男,男二舍4人房,B1106,3
41030001A,男,男二舍4人房,B1106,4
40711012E,男,男二舍4人房,B1107,1
41023241L,男,男二舍4人房,B1107,2
41023231L,男,男二舍4人房,B1107,3
41023214L,男,男二舍4人房,B1107,4
40822049L,男,男二舍4人房,B1108,1
40822005L,男,男二舍4人房,B1108,2
40822001L,男,男二舍4人房,B1108,3
40822056L,男,男二舍4人房,B1108,4
40841205S,男,男二舍4人房,B1109,1
40841124S,男,男二舍4人房,B1109,2
40841222S,男,男二舍4人房,B1109,3
40841113S,男,男二舍4人房,B1109,4
40813017E,男,男二舍4人房,B1110,1
40807117E,男,男二舍4人房,B1110,2
40826010L,男,男二舍4人房,B1110,3
40870019H,男,男二舍4人房,B1110,4
40876003H,男,男二舍4人房,B1111,1
40876024H,男,男二舍4人房,B1111,2
40840304S,男,男二舍4人房,B1111,3
40876012H,男,男二舍4人房,B1111,4
40842118S,男,男二舍4人房,B1112,1
40842202S,男,男二舍4人房,B1112,2
40842132S,男,男二舍4人房,B1112,3
40842134S,男,男二舍4人房,B1112,4
40944007S,男,男二舍4人房,B1113,1
40944013S,男,男二舍4人房,B1113,2
40944009S,男,男二舍4人房,B1113,3
40944004S,男,男二舍4人房,B1113,4
40902048E,男,男二舍4人房,B1203,1
41022059L,男,男二舍4人房,B1203,2
41041213S,男,男二舍4人房,B1204,1
41041215S,男,男二舍4人房,B1204,2
41041132S,男,男二舍4人房,B1204,3
41041234S,男,男二舍4人房,B1204,4
40944016S,男,男二舍4人房,B1205,1
40944015S,男,男二舍4人房,B1205,2
40944021S,男,男二舍4人房,B1205,3
41044910S,男,男二舍4人房,B1205,4
40873013H,男,男二舍4人房,B1206,1
41073118H,男,男二舍4人房,B1206,2
41073141H,男,男二舍4人房,B1206,3
41073136H,男,男二舍4人房,B1206,4
40932035A,男,男二舍4人房,B1207,1
40932050A,男,男二舍4人房,B1207,2
41032074A,男,男二舍4人房,B1207,3
40932057A,男,男二舍4人房,B1207,4
40871208H,男,男二舍4人房,B1208,1
40871216H,男,男二舍4人房,B1208,2
40871204H,男,男二舍4人房,B1208,3
40871217H,男,男二舍4人房,B1208,4
40841202S,男,男二舍4人房,B1209,1
40741218S,男,男二舍4人房,B1209,2
40741205S,男,男二舍4人房,B1209,3
40841221S,男,男二舍4人房,B1209,4
40805036E,男,男二舍4人房,B1210,1
40941217S,男,男二舍4人房,B1210,2
40901015E,男,男二舍4人房,B1210,3
40901018E,男,男二舍4人房,B1210,4
40941119S,男,男二舍4人房,B1211,1
40942219S,男,男二舍4人房,B1211,2
40971130H,男,男二舍4人房,B1211,3
40911016E,男,男二舍4人房,B1211,4
40842120S,男,男二舍4人房,B1212,1
40842117S,男,男二舍4人房,B1212,2
40842220S,男,男二舍4人房,B1212,3
40842217S,男,男二舍4人房,B1212,4
40747005S,男,男二舍4人房,B1213,1
40722042L,男,男二舍4人房,B1213,2
40884212I,男,男二舍4人房,B1213,3
40877016H,男,男二舍4人房,B1213,4
40941228S,男,性別友善宿舍(學七舍2樓),F70211,1
40905901E,男,性別友善宿舍(學七舍2樓),F70212,1
40932901A,男,性別友善宿舍(學七舍2樓),F70212,2
40940202S,男,性別友善宿舍(學七舍2樓),F70212,3
40940318S,男,性別友善宿舍(學七舍2樓),F70212,4
40876017H,男,性別友善宿舍(學七舍2樓),F70217,1
40884106I,男,性別友善宿舍(學七舍2樓),F70217,2
40940327S,男,性別友善宿舍(學七舍2樓),F70217,3
40940313S,男,性別友善宿舍(學七舍2樓),F70217,4
40942115S,男,性別友善宿舍(學七舍2樓),F70222,1
40942117S,男,性別友善宿舍(學七舍2樓),F70222,2
40942137S,男,性別友善宿舍(學七舍2樓),F70222,3
40942135S,男,性別友善宿舍(學七舍2樓),F70222,4
40842236S,男,誠樓,3401,1
40842102S,男,誠樓,3401,2
41040313S,男,誠樓,3401,3
40801019E,男,誠樓,3401,4
40800213E,男,誠樓,3402,1
40920302L,男,誠樓,3402,2
41072018H,男,誠樓,3402,3
40923124L,男,誠樓,3402,4
41070009H,男,誠樓,3403,1
40940229S,男,誠樓,3403,2
40870001H,男,誠樓,3403,3
40842224S,男,誠樓,3403,4
40943103S,男,誠樓,3418,1
40941110S,男,誠樓,3418,2
40847034S,男,誠樓,3418,3
41042214S,男,誠樓,3418,4
40975006H,男,誠樓,3419,1
40940208S,男,誠樓,3419,2
40807222E,男,誠樓,3419,3
40842221S,男,誠樓,3419,4
41000213E,男,誠樓男3人房,3405,1
41040314S,男,誠樓男3人房,3405,2
41001040E,男,誠樓男3人房,3405,3
41044027S,男,誠樓男3人房,3406,1
40932026A,男,學七舍,70416,1
40932033A,男,學七舍,70416,2
40932027A,男,學七舍,70416,3
40847048S,男,學七舍,70416,4
40840215S,男,學七舍,70426,1
40840316S,男,學七舍,70426,2
40740212S,男,學七舍,70426,3
40940129S,男,學七舍,70426,4
40840126S,男,學七舍,70428,1
40840310S,男,學七舍,70428,2
40840315S,男,學七舍,70428,3
40942203S,男,學七舍,70429,1
40942140S,男,學七舍,70429,2
40942205S,男,學七舍,70429,3
40942222S,男,學七舍,70429,4
41020118L,男,學七舍,70504,1
41020132L,男,學七舍,70504,2
41020317L,男,學七舍,70504,3
41042141S,男,學七舍,70511,1
41042240S,男,學七舍,70511,2
41042143S,男,學七舍,70511,3
41042244S,男,學七舍,70511,4
41042225S,男,學七舍,70513,1
41042122S,男,學七舍,70513,2
41042206S,男,學七舍,70513,3
41042102S,男,學七舍,70513,4
40940128S,男,學七舍,70515,1
40942218S,男,學七舍,70515,2
40940203S,男,學七舍,70515,3
41047038S,男,學七舍,70515,4
41043215S,男,學七舍,70516,1
41043220S,男,學七舍,70516,2
41043210S,男,學七舍,70516,3
41043212S,男,學七舍,70516,4
41032015A,男,學七舍,70530,1
41032014A,男,學七舍,70530,2
41084902I,男,學七舍,70530,3
40832078A,男,學七舍,70530,4
40832069A,男,學七舍,70601,1
40832053A,男,學七舍,70601,2
41032042A,男,學七舍,70601,3
41032902A,男,學七舍,70601,4
41000217E,男,學七舍,70605,1
41023232L,男,學七舍,70605,2
41060027T,男,學七舍,70605,3
41071124H,男,學七舍,70605,4
41047055S,男,學七舍,70606,1
41047056S,男,學七舍,70606,2
41047024S,男,學七舍,70606,3
41047901S,男,學七舍,70606,4
41073102H,男,學七舍,70607,1
40973052H,男,學七舍,70607,2
40973049H,男,學七舍,70607,3
40973033H,男,學七舍,70607,4
40884123I,男,學七舍,70608,1
40921118L,男,學七舍,70608,2
41043114S,男,學七舍,70608,3
40943214S,男,學七舍,70608,4
40842239S,男,學七舍,70609,1
40844043S,男,學七舍,70609,2
40844041S,男,學七舍,70609,3
40875046H,男,學七舍,70609,4
41040133S,男,學七舍,70610,1
40941223S,男,學七舍,70610,2
40842205S,男,學七舍,70610,3
41042217S,男,學七舍,70610,4
41040307S,男,學七舍,70611,1
41040320S,男,學七舍,70611,2
40840231S,男,學七舍,70611,3
40841116S,男,學七舍,70611,4
41040216S,男,學七舍,70612,1
40940227S,男,學七舍,70612,2
40905036E,男,學七舍,70612,3
40905044E,男,學七舍,70612,4
40840307S,男,學七舍,70613,1
41040316S,男,學七舍,70613,2
40940330S,男,學七舍,70613,3
40940219S,男,學七舍,70613,4
41032016A,男,學七舍,70614,1
40832080A,男,學七舍,70614,2
41040214S,男,學七舍,70614,3
41040310S,男,學七舍,70614,4
40832036A,男,學七舍,70615,1
40832059A,男,學七舍,70615,2
41032068A,男,學七舍,70615,3
40732048A,男,學七舍,70615,4
41032037A,男,學七舍,70616,1
41032058A,男,學七舍,70616,2
40832005A,男,學七舍,70616,3
40932018A,男,學七舍,70616,4
40944040S,男,學七舍,70617,1
40944028S,男,學七舍,70617,2
40944011S,男,學七舍,70617,3
41032053A,男,學七舍,70617,4
40843211S,男,學七舍,70618,1
40843212S,男,學七舍,70618,2
40843226S,男,學七舍,70618,3
41032045A,男,學七舍,70618,4
41042215S,男,學七舍,70619,1
41032057A,男,學七舍,70619,2
41042115S,男,學七舍,70619,3
41042107S,男,學七舍,70619,4
41051029S,男,學七舍,70620,1
41051036S,男,學七舍,70620,2
41051017S,男,學七舍,70620,3
41032049A,男,學七舍,70620,4
41032031A,男,學七舍,70621,1
41077007H,男,學七舍,70621,2
41077008H,男,學七舍,70621,3
41013029E,男,學七舍,70621,4
41041232S,男,學七舍,70622,1
41032001A,男,學七舍,70622,2
41041211S,男,學七舍,70622,3
41041101S,男,學七舍,70622,4
40843103S,男,學七舍,70623,1
40843113S,男,學七舍,70623,2
40843213S,男,學七舍,70623,3
40707148E,男,學七舍,70623,4
40832066A,男,學七舍,70624,1
40832060A,男,學七舍,70624,2
40832049A,男,學七舍,70624,3
40832034A,男,學七舍,70624,4
40920219L,男,學七舍,70625,1
40920220L,男,學七舍,70625,2
40920316L,男,學七舍,70625,3
40920223L,男,學七舍,70625,4
41032056A,男,學七舍,70626,1
41032011A,男,學七舍,70626,2
41032041A,男,學七舍,70626,3
41032029A,男,學七舍,70626,4
41047023S,男,學七舍,70627,1
41047027S,男,學七舍,70627,2
41084260I,男,學七舍,70627,3
41084262I,男,學七舍,70627,4
41032077A,男,學七舍,70628,1
40932043A,男,學七舍,70628,2
40932037A,男,學七舍,70628,3
41032067A,男,學七舍,70628,4
40940114S,男,學七舍,70629,1
40940117S,男,學七舍,70629,2
40940111S,男,學七舍,70629,3
40940110S,男,學七舍,70629,4
41040205S,男,學七舍,70630,1
41040114S,男,學七舍,70630,2
41040317S,男,學七舍,70630,3
41040113S,男,學七舍,70630,4
41040304S,男,學七舍,70714,1
41040311S,男,學七舍,70714,2
40740313S,男,學七舍,70714,3
40640213S,男,學七舍,70714,4
